4864	4618	1291	7180	3605	1558	280	284	8225	5925	9254	3114	4650	1834	7215	8752	7730	51	2356	52	7734	5945	6973	8512	9025	3144	5710	7504	4693	341	9815	89	1627	5470	2657	2403	8294	1384	9065	7018	363	2668	365	9326	8045	4978	2681	2684	4476	5502	1152	5763	8068	6789	1416	3208	4232	8077	912	5522	9618	2971	9884	8354	8103	2730	9644	3506	5811	6073	6074	8636	957	5052	961	2756	6856	2510	3278	4046	8914	6612	725	5591	3546	9690	4831	5348	5350	8936	7912	6632	6384	6900	4852	3573	9463	6650	2813	5118
6403	1291	6925	2068	7956	3353	8475	284	2335	3875	549	7974	6952	7215	2299	9522	5171	2356	4922	59	7227	5695	5698	9284	3397	1606	3911	6989	3405	2895	2384	2389	89	5470	8542	2657	2403	8293	1384	363	3956	2167	6269	6781	1409	9603	2694	1416	7304	392	2442	8332	5519	6288	7059	1427	3228	4256	1441	8866	8103	2985	2730	8106	2992	9396	7863	8377	6075	2237	961	3777	7873	2756	6855	6856	3785	9161	2510	209	6100	3546	2525	9441	6371	739	5350	8679	7402	7404	8443	3567	5105	242	6900	6388	1526	5371	3324	9213
6914	4618	1291	5131	8721	9214	284	9244	9757	3869	4381	6944	1319	9515	7215	2097	2356	2100	1080	8249	5947	6972	6717	7996	6465	9282	4932	6469	6472	8778	4683	1613	2645	2903	89	2394	3420	5470	7006	2657	5730	2403	1384	361	3433	363	7026	8308	885	1910	3703	1416	3721	3976	9615	9619	4244	1688	5017	7834	5018	1435	8861	1693	6814	5533	8103	4776	6824	2730	2732	2225	8370	2994	1208	697	2490	6589	2750	961	2756	7622	711	6856	6598	8138	2510	2513	3546	7898	7132	226	5350	3046	5617	6900	9717	4856	2044	7166
2817	5381	1291	2315	3087	9232	22	6166	24	284	5920	2089	7469	7215	2356	9780	2103	3384	6973	3649	8021	89	2906	2653	5470	1631	3680	2657	8802	2403	8543	5472	5989	1384	2920	363	8044	2671	112	1135	4209	9073	5489	119	631	7289	6778	8316	2946	132	1416	6283	9612	5005	2703	4499	3989	7319	152	5785	9882	1432	2204	8862	6307	8103	2730	3498	1451	3758	687	4277	6071	5304	7867	5052	6336	961	8640	449	2756	3526	6856	1484	2510	718	7380	5076	4823	3546	7898	2019	5348	5350	1770	2282	1772	6639	4339	6900
6401	2054	9482	1291	5643	6669	2064	6928	5144	284	3614	7716	1574	806	9514	1326	7215	9267	2356	9782	7228	6717	4417	579	5191	7241	9546	3921	89	5470	95	2657	7521	2403	1384	8297	8040	363	6510	3950	880	7025	2932	6776	8312	5753	6522	4222	1152	1416	8584	1162	8334	4243	5780	6549	4250	2970	6304	7329	9123	8103	1961	2730	172	7341	6830	7600	3510	3257	5308	189	6846	961	2756	9158	6856	1994	970	2510	6351	9424	978	9939	6100	5078	3546	5084	1758	9443	5348	5350	9448	9194	6900	1012	7160	4345	9469	3327
1283	3588	5382	1291	7181	5133	4368	2836	1301	9750	1306	284	285	799	1825	7714	5670	5671	9774	7215	2356	5691	5950	1599	2879	2369	7754	330	7244	1612	6480	3669	3414	89	2140	5470	7262	4191	2657	2403	4452	2405	1384	5482	363	3693	5999	124	391	1416	7572	5525	4759	8346	411	9633	4770	5539	8103	3752	2730	1452	5042	4791	961	2756	5829	3783	6856	5832	7111	4299	7372	2510	7376	2005	9944	3033	3546	4571	732	476	478	991	2528	1761	737	8676	5350	1768	1513	3306	3308	6897	4594	5363	6900	5106	3574	1275
5632	2306	1801	1291	8204	7441	1556	7959	284	2041	8995	3624	5416	4393	6957	6446	7215	2609	4147	2356	1589	9782	5429	6200	1093	6733	9037	7247	5202	89	5470	2657	6753	2403	1384	5482	363	3439	9329	9846	9590	7034	6524	8319	9344	641	8834	8583	1416	6537	3467	6545	403	6804	2197	7830	8852	148	3222	2452	4252	3230	8103	5799	2730	1711	6064	9139	4788	7094	9143	956	8636	9407	6336	961	705	7671	2756	6856	4553	4554	7627	6860	2510	3542	3546	2782	1246	9694	5350	4840	6900	2805	9716	4597	6137	4090	8700	3583
4352	8963	1028	5383	1291	5647	529	1819	284	6940	6429	6428	7200	8992	4390	5926	9513	5929	7215	3888	6450	2356	8766	2366	8261	4678	8517	8268	3406	9047	89	8282	1882	7260	5470	2656	2657	2403	9318	1384	5993	363	2411	9583	1650	4468	8573	9343	3714	1416	7308	5004	6802	669	1184	7584	2212	5286	8103	2730	7083	3507	8630	7609	2235	7870	3774	961	2756	2757	4806	6855	6856	5575	5322	3020	1484	2510	5328	6355	2517	2262	4569	3546	5853	6879	6885	5350	7398	7914	1515	8431	1263	7153	3570	4595	6900	5369	251	9727
5381	8	1291	9228	785	3092	1558	1559	4631	1818	1307	284	9245	7715	9256	9513	4140	7215	2865	2356	564	1077	2615	6453	8763	7233	5186	2374	4935	76	89	2649	3930	5470	94	4448	2657	2403	7269	2918	1384	363	1643	9836	4467	2419	2422	4731	4480	9345	5508	4485	1416	1685	8855	4506	1946	668	9123	8868	6309	8103	2730	6059	3500	2989	8367	5040	8113	6322	7861	5816	9912	3514	8636	961	7363	2756	5573	1478	6856	4554	8907	459	2510	2514	1497	3546	9946	733	5342	2270	3299	5350	8425	7405	6383	9203	6900	1011
6146	3587	1799	1291	2060	9996	8718	2583	284	3874	4644	5925	38	7215	7216	9264	7985	8499	2356	6715	1347	6725	2118	5445	6216	584	3398	9547	7756	3406	8783	3922	2132	340	6485	3414	89	5724	5470	96	2657	4449	2403	2916	1384	1386	363	8817	7282	2933	5496	8315	3196	383	5252	6533	2183	1416	906	8331	8332	1421	7569	4503	4249	6041	3996	3236	8103	3239	936	2730	7353	2747	9916	5820	961	2756	6856	9928	7626	2507	2510	2001	2261	7894	7127	3546	8924	5087	8672	5350	1511	4328	8939	6894	6641	9202	6900	9977
